# amplicon position	effect
118	2.002402883460152258e-02
119	2.002402883460152258e-02
120	2.803364036844212953e-02
121	2.803364036844212953e-02
122	2.803364036844212953e-02
123	2.803364036844212953e-02
124	2.803364036844212953e-02
125	2.803364036844212953e-02
126	2.803364036844212953e-02
127	2.803364036844212953e-02
128	2.803364036844212953e-02
129	2.803364036844212953e-02
130	6.808169803764517469e-02
131	7.208650380456547990e-02
132	1.401682018422106546e-01
133	2.002402883460152050e-01
134	1.481778133760512650e-01
135	4.885863035642771246e-01
136	2.788546255506608063e+01
137	2.311573888666399768e+01
138	3.043652382859431405e-01
139	3.243892671205446665e-01
140	3.323988786543852769e-01
141	4.805766920304365142e-01
142	4.405286343612334621e-01
143	3.163796555867040561e-01
144	3.003604325190228352e-01
145	2.122547056467761206e-01
146	2.162595114136964258e-01
147	1.441730076091309598e-01
148	1.561874249098918754e-01
149	1.281537845414497390e-01
150	9.611533840608731116e-02
151	1.241489787745294338e-01
152	4.405286343612335037e-02
153	4.405286343612335037e-02
154	4.405286343612335037e-02
155	4.405286343612335037e-02
156	4.004805766920304343e-03
157	4.004805766920304343e-03
158	4.004805766920304343e-03
159	4.004805766920304343e-03
160	4.004805766920304343e-03
161	4.004805766920304343e-03
162	4.004805766920304343e-03
163	0.000000000000000000e+00
164	0.000000000000000000e+00
165	0.000000000000000000e+00
166	0.000000000000000000e+00
167	0.000000000000000000e+00
168	0.000000000000000000e+00
169	0.000000000000000000e+00
170	0.000000000000000000e+00
171	0.000000000000000000e+00
172	0.000000000000000000e+00
173	0.000000000000000000e+00
174	0.000000000000000000e+00
175	0.000000000000000000e+00
176	0.000000000000000000e+00
177	0.000000000000000000e+00
178	0.000000000000000000e+00
179	0.000000000000000000e+00
180	0.000000000000000000e+00
181	0.000000000000000000e+00
182	0.000000000000000000e+00
183	0.000000000000000000e+00
184	0.000000000000000000e+00
185	0.000000000000000000e+00
186	0.000000000000000000e+00
187	0.000000000000000000e+00
188	0.000000000000000000e+00
189	0.000000000000000000e+00
190	0.000000000000000000e+00
191	0.000000000000000000e+00
192	0.000000000000000000e+00
193	0.000000000000000000e+00
194	0.000000000000000000e+00
195	0.000000000000000000e+00
196	0.000000000000000000e+00
197	0.000000000000000000e+00
198	0.000000000000000000e+00
199	0.000000000000000000e+00
200	0.000000000000000000e+00
201	0.000000000000000000e+00
202	0.000000000000000000e+00
203	0.000000000000000000e+00
204	0.000000000000000000e+00
205	0.000000000000000000e+00
206	0.000000000000000000e+00
207	0.000000000000000000e+00
208	0.000000000000000000e+00
209	0.000000000000000000e+00
210	0.000000000000000000e+00
211	0.000000000000000000e+00
212	0.000000000000000000e+00
213	0.000000000000000000e+00
214	0.000000000000000000e+00
215	0.000000000000000000e+00
216	0.000000000000000000e+00
217	0.000000000000000000e+00
218	0.000000000000000000e+00
219	0.000000000000000000e+00
220	0.000000000000000000e+00
221	0.000000000000000000e+00
222	0.000000000000000000e+00
223	0.000000000000000000e+00
224	0.000000000000000000e+00
225	0.000000000000000000e+00
226	0.000000000000000000e+00
227	0.000000000000000000e+00
228	0.000000000000000000e+00
229	0.000000000000000000e+00
230	0.000000000000000000e+00
231	0.000000000000000000e+00
232	0.000000000000000000e+00
233	0.000000000000000000e+00
234	0.000000000000000000e+00
235	0.000000000000000000e+00
236	0.000000000000000000e+00
237	0.000000000000000000e+00
238	0.000000000000000000e+00
